store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8139926242460185114,0,0,0,0,0,0
5415949628544298339,0,48,48,3180,6,6
3408529570017053440,0,0,0,0,0,0
9055649751952768824,0,0,0,2070,35,35
4428372089193592098,0,0,0,0,0,0
2689959411535120475,0,0,0,4200,70,70
8297996490922435741,0,0,0,4340,73,73
1050565545391667097,0,0,0,2070,35,35
3483930781272060942,0,0,0,5040,84,84
1740222068509982431,0,0,0,4830,81,81
2859012985063828777,0,0,0,1795,30,30
3828361964081888905,0,0,0,3360,56,56
5789640881970906690,0,0,0,0,0,0
5723059602183693938,0,0,0,1725,29,29
4378293333107164443,0,0,0,10080,168,168
8778651700128892847,0,0,0,0,0,0
6666934422919388376,0,0,0,0,0,0
6163165919739157695,0,0,0,0,0,0
2190599106298424769,0,0,0,0,0,0
2225219938220197351,0,0,0,4830,81,81
5925159570709352168,0,35,35,4200,36,36
8175229951397380687,0,0,0,0,0,0
4292660491880158081,1569,27,27,2632,44,44
6733800122189753654,0,0,0,0,0,0
7463734423358941330,0,0,0,0,0,0
7622852966095963272,0,0,0,0,0,0
6160914795278193489,0,0,0,4830,81,81
338646328301262317,0,0,0,4620,77,77
8640972490360190883,0,0,0,0,0,0
9058019541301770690,0,0,0,4200,70,70
4381311595575895588,0,0,0,4515,76,76
2248905253110987612,0,0,0,4620,77,77
7968584600264951543,0,0,0,0,0,0
1655838063357762151,0,0,0,0,0,0
2118894053982561987,0,0,0,0,0,0
8471700099357897929,0,34,34,2070,2,2
8372524645314576802,0,0,0,10080,168,168
5552924050444994427,0,0,0,0,0,0
6921452823375303736,0,0,0,4620,77,77
4529169694434968721,0,0,0,4110,69,69
2787020355835455025,0,0,0,2070,35,35
8971475435584615792,0,0,0,1725,29,29
1236888576653956449,0,0,0,4620,77,77
2739250325777580694,0,0,0,0,0,0
3114628966267234599,0,0,0,10080,168,168
2958221658060682960,0,0,0,2070,35,35
7972619999376644068,0,0,0,0,0,0
7786277334741505527,0,0,0,0,0,0
7263129728113095915,0,0,0,4620,77,77
1501752248305324318,0,0,0,2520,42,42
7959626024093666288,0,0,0,4200,70,70
5670977555241596822,0,67,67,4050,2,2
1801116365065971671,0,0,0,0,0,0
5938218521494275420,0,0,0,4830,81,81
7506757311218522218,0,0,0,0,0,0
7902319769656483014,0,0,0,5040,85,85
5365891606775901565,0,0,0,0,0,0
7731628114272740713,0,0,0,4200,70,70
2870952845845047203,0,0,0,0,0,0
4684120169809436364,0,0,0,1795,30,30
8910898981588710522,0,0,0,0,0,0
8523889910428063033,0,0,0,2070,35,35
8750493480383302874,0,0,0,0,0,0
8783340632782870568,0,0,0,0,0,0
3547443835360588068,0,0,0,0,0,0
8959583929144879812,0,0,0,0,0,0
2974109706633403181,0,0,0,2070,35,35
9200325206334396031,0,0,0,0,0,0
7665740608437227886,0,0,0,0,0,0
5447095752406471819,0,0,0,0,0,0
246505907494256090,0,0,0,2070,35,35
8803894796084290585,0,0,0,2070,35,35
4474327339142902549,0,34,34,2070,1,1
1541695097704177827,0,0,0,10080,168,168
5168885062800076167,0,0,0,4050,68,68
8285346587034743878,0,0,0,4200,70,70
5181171500058101260,0,76,76,4620,2,2
6575266446222613262,0,0,0,0,0,0
1678415024862242015,0,0,0,4830,81,81
9111087628624425255,0,0,0,10080,168,168
6204284763418530336,0,0,0,0,0,0
3881760078520801429,0,0,0,1795,30,30
7292116609046500092,0,0,0,4830,81,81
4652595129999264905,0,0,0,2070,35,35
4490168262699716549,0,0,0,0,0,0
7250561679095390438,0,0,0,4620,77,77
27099145190781701,0,0,0,0,0,0
7700426430210091660,0,0,0,2070,35,35
7689815792422819661,0,0,0,3480,58,58
534942062508143963,0,0,0,5460,91,91
4186055994645210040,0,0,0,2520,42,42
761150016862176214,0,0,0,5040,84,84
9007766313027524324,0,0,0,3271,55,55
7131983716943940560,0,0,0,4410,74,74
2418585462528908688,0,0,0,0,0,0
2680489839325406534,0,0,0,4620,77,77
2921770204752359016,0,0,0,2070,35,35
4714225106250340108,0,0,0,0,0,0
8445695079583663910,0,0,0,4515,76,76
8238018223692779431,0,0,0,10080,168,168
2217565331202925858,0,0,0,0,0,0
8445372164064960268,0,0,0,4620,77,77
8316894844897055929,0,0,0,0,0,0
3676139268965286790,0,0,0,0,0,0
4301772298177454840,0,0,0,5040,84,84
8281805787549037440,0,0,0,0,0,0
8018186541496678058,0,0,0,3375,57,57
4382118344072425968,0,0,0,4620,77,77
6833286636551589412,0,0,0,0,0,0
2599611321049050132,0,0,0,5460,91,91
5172683340926528202,0,0,0,6834,114,114
2444571783856717430,0,0,0,5040,85,85
464344448013588853,0,0,0,0,0,0
5531489951592523305,0,0,0,0,0,0
7717660522305873406,0,0,0,10080,168,168
8442155930538555912,0,0,0,4200,70,70
1406152021548527918,0,0,0,4620,77,77
2743917683024367670,0,0,0,5040,84,84
1263313221864352798,0,0,0,4200,70,70
6033078927093216807,0,0,0,2070,35,35
5324764130529948850,0,0,0,0,0,0
5963244290990414105,0,0,0,5040,84,84
60457724125785585,0,0,0,0,0,0
2485499600567598550,0,0,0,4200,70,70
7079274467824786529,0,0,0,2514,42,42
1759100766811847016,0,0,0,0,0,0
5953482702228811540,0,0,0,4620,77,77
7782135406639936057,0,0,0,4620,77,77
6561703302272808517,0,0,0,4200,70,70
2716610122072123243,0,0,0,0,0,0
5347190332832093080,0,0,0,0,0,0
8358338731902291786,0,0,0,3690,62,62
7494741768470986869,0,0,0,4830,81,81
5871369041881192916,0,0,0,4815,81,81
4093637869733340731,0,0,0,3480,58,58
4944536771765996026,0,0,0,2933,49,49
5638448267600207795,0,0,0,0,0,0
6077660293503601866,0,69,69,4830,12,12
158406589678859173,0,0,0,5040,84,84
7614824149049759851,0,0,0,10073,168,168
4980781886232290796,2509,126,126,7565,43,43
148795032015503980,0,0,0,5453,91,91
7048905833395581738,0,0,0,0,0,0
3520543761789396773,0,0,0,0,0,0
7700782639388559644,0,0,0,0,0,0
8032203943642240039,2501,48,48,7573,121,121
3511697439746388335,0,0,0,5040,84,84
541109969542481625,0,0,0,0,0,0
2243645196147922938,0,0,0,0,0,0
8138753161225770962,0,84,84,7553,43,43
4564476575467126467,0,0,0,5873,98,98
2745405131043922955,0,0,0,3780,63,63
367590061114712815,0,0,0,3540,59,59
4392262532304212457,0,0,0,1680,28,28
8204802052972909326,0,32,32,2850,17,17
8260425251717833965,0,0,0,3420,57,57
2723370672116413902,0,0,0,0,0,0
4328591465187020322,0,0,0,3480,58,58
5013320822136552165,0,0,0,3690,62,62
7315424696798227151,0,0,0,0,0,0
84556309993044773,0,0,0,5280,88,88
5501223155082294021,0,0,0,3360,56,56
7082578511700830448,0,0,0,4440,68,68
3735062644644951598,0,0,0,0,0,0
6885055584095593568,0,0,0,10073,168,168
2739506591976043860,0,0,0,4620,77,77
7570269368745353854,0,0,0,10080,168,168
3880151045864708269,0,0,0,5040,84,84
3904969617592740705,0,0,0,4335,73,73
6293447473718103019,0,0,0,0,0,0
9093184199664355954,0,0,0,0,0,0
3639357247132139641,0,0,0,2040,34,34
4452511061815625182,0,0,0,4740,79,79
4302876854415357898,0,0,0,4110,69,69
9187547007090535526,0,0,0,4830,81,81
6102129618872858606,0,0,0,4500,75,75
6828664592648566966,0,0,0,10073,168,168
4294796976390641784,0,0,0,1680,28,28
2799412755942795518,0,77,77,5400,14,14
5228523973235102150,2486,118,118,7594,51,51
7787233413436356353,1622,28,28,3269,55,55
8767068586059881204,0,0,0,2940,0,0
6047205650421415000,0,0,0,5160,86,86
1653546505509885456,0,40,40,4095,29,29
2435196420942917349,0,0,0,4320,72,72
2357757371120531929,0,54,54,4680,25,25
404347378606512385,0,69,69,10073,100,100
7920342993186169703,0,0,0,0,0,0
1749934803604450894,0,0,0,3960,66,66
4683660238197535839,1674,28,28,4207,71,71
590843890890025127,0,0,0,5040,84,84
8518420877315551053,0,0,0,0,0,0
8174582901236810236,0,0,0,4095,69,69
1247679670163222814,0,0,0,0,0,0
2093459406570130080,0,0,0,4095,69,69
6552433352624117779,0,0,0,5453,91,91
5128069222245972936,0,0,0,2160,36,36
5617147641233795296,0,0,0,3510,59,59
2328922577549224385,0,153,153,10080,16,16
8902299702965892833,0,161,161,10073,8,8
5772275248460011564,0,0,0,0,0,0
7709672704889672140,0,44,44,3270,5,5
1568938491008399136,0,0,0,1680,28,28
7598275831951085035,0,0,0,3030,51,51
5484740482186213372,0,54,54,5519,39,39
4270744069660276008,0,0,0,10073,168,168
5934756706876462824,0,0,0,0,0,0
5332269489088543854,0,65,65,3930,1,1
2821716218327194996,0,0,0,5460,91,91
2141385027021675889,0,0,0,3780,63,63
2107845511883729045,0,0,0,3360,56,56
5645218418215070857,0,0,0,0,0,0
3121383547391132887,0,0,0,0,0,0
8470714152989033556,0,28,28,4260,44,44
1142217956989272744,0,0,0,2580,43,43
6940297665890606054,0,56,56,5278,33,33
4378492065940312953,0,0,0,1680,28,28
4668147078195147229,0,0,0,0,0,0
1265586619698561267,0,0,0,0,0,0
4108771977457241007,0,0,0,3030,51,51
442221075012068131,0,0,0,5910,99,99
1133297841839630705,0,0,0,0,0,0
4393726559807507255,0,0,0,4095,69,69
2570503046636429378,0,0,0,0,0,0
2741813902405087050,0,0,0,7553,126,126
114275044024650773,0,0,0,0,0,0
3430291845684286642,0,49,49,5453,43,43
2789835417512749936,0,0,0,3900,65,65
6561574537151816086,0,0,0,3480,58,58
96562112022963516,0,0,0,4200,70,70
7535412366097548723,0,0,0,5159,86,86
3587665864946240964,0,0,0,3780,63,63
2601623541509400542,0,0,0,3780,63,63
7516542846385307227,2148,36,36,13,1,1
3510851156832069763,0,0,0,3930,66,66
7735253880009557608,0,0,0,4200,70,70
4624725758261783243,0,0,0,0,0,0
3261499711683468740,0,0,0,2880,48,48
891329511295269720,0,0,0,3060,51,51
8395278100631560761,0,0,0,0,0,0
2543361499493856526,0,0,0,2310,39,39
1352067438971867278,0,63,63,6300,43,43
8158574425503693718,0,0,0,4830,81,81
978662904734234369,0,0,0,4215,71,71
8284419975823451193,0,0,0,1680,28,28
4568804477775278696,0,0,0,0,0,0
3334018861623947597,0,0,0,7560,126,126
5869359793550600766,0,0,0,0,0,0
3967308403807969669,0,0,0,4095,69,69
7915689110941151310,0,0,0,0,0,0
5749922296635145506,0,0,0,5460,91,91
8494749731668571682,0,0,0,3030,51,51
9125769193436105000,0,0,0,4320,72,72
8804060814231974834,0,0,0,4440,74,74
6762475149574716258,0,0,0,4200,70,70
8567568702056553166,0,0,0,2640,37,37
2062632175994588271,0,0,0,2250,0,0
2326998101403619796,0,0,0,0,0,0
3476297652413330731,0,0,0,4200,70,70
8769244068032301610,0,0,0,0,0,0
1281369870889059404,0,0,0,3720,62,62
7484228659551863931,0,0,0,5160,86,86
5194480840419173071,0,0,0,0,0,0
7913048394031126738,0,0,0,0,0,0
7107629672848489940,0,0,0,4200,70,70
7101133681770744047,0,0,0,3240,54,54
5285677229247796985,0,0,0,0,0,0
2447384155877148423,0,0,0,4620,77,77
3004335085266214420,0,0,0,4558,76,76
4616172507620864132,0,0,0,2850,48,48
4479691732026209340,0,0,0,0,0,0
6833173360315994191,0,0,0,3420,57,57
6348248333327710775,0,0,0,0,0,0
3733328457465971628,2474,77,77,2927,14,14
2696644192611925431,0,0,0,2625,44,44
8721185064311032518,0,0,0,0,0,0
4147900741778358744,0,0,0,0,0,0
5048390595707248268,0,0,0,3930,66,66
6236032181607039940,0,0,0,0,0,0
4398082883008351949,0,0,0,3780,63,63
8656974969835091987,0,0,0,4620,77,77
78840133745304014,0,0,0,4410,74,74
3344763649801164460,0,0,0,5880,98,98
1552357708124022142,0,41,41,2520,2,2
5528766180183805661,0,0,0,5880,98,98
6252624026242162708,0,0,0,0,0,0
4923162991944642705,0,0,0,5160,86,86
6792005552508373456,0,0,0,0,0,0
3207936275085636287,0,70,70,10080,99,99
1227925152111468964,0,0,0,3945,66,66
3830435584849095889,1220,21,21,2981,50,50
5721357029476609077,0,0,0,3060,51,51
1495179965606986494,0,0,0,0,0,0
5610412530533291063,0,0,0,0,0,0
9111813718630350474,0,0,0,0,0,0
7001015127375054226,0,0,0,8878,148,148
2126569572325536294,0,70,70,5880,29,29
4664838166424751162,0,154,154,10073,15,15
1062490453651181568,0,0,0,0,0,0
3119561459267159151,0,0,0,0,0,0
5829217592981755483,0,0,0,5663,95,95
229392696493371616,0,0,0,5158,86,86
3897548149267830666,0,0,0,0,0,0
7898009483253486425,0,0,0,3780,63,63
7116155571181942746,0,0,0,3270,48,48
3408762813100733141,0,0,0,0,0,0
6202874450801049187,0,0,0,2700,45,45
4248854976462323200,0,0,0,0,0,0
6540865366107698272,0,0,0,0,0,0
3750497338178007450,0,0,0,5520,92,92
544843242554356188,0,0,0,0,0,0
4681743429609749121,0,0,0,4530,76,76
1245871250837592404,0,0,0,0,0,0
2742003467129972596,0,0,0,4320,72,72
6817327931256412969,0,0,0,3780,63,63
6108971205781098565,0,168,168,10080,1,1
145417959116960440,0,0,0,3030,51,51
2671352006512594556,0,0,0,3330,49,49
5516253888190090178,0,53,53,5280,36,36
3673755321638450787,0,0,0,0,0,0
757564082742101725,0,0,0,0,0,0
391996128555104689,0,0,0,0,0,0
1024015964072928046,0,0,0,4200,70,70
4307011245033810874,0,0,0,5400,90,90
8833174126387019785,0,0,0,5040,84,84
2378940157071248391,0,0,0,1740,29,29
2460010385978945388,0,0,0,3270,48,48
2607803237069552758,0,45,45,3810,19,19
5441697692781080792,0,0,0,4080,68,68
2942562654126415992,0,79,79,5160,8,8
8342809399303170104,0,0,0,720,12,12
5514360354119431183,0,0,0,0,0,0
7669040490108017952,0,0,0,1680,28,28
12572597046904092,0,0,0,1680,28,28
1324681203567490082,0,0,0,0,0,0
3970428415823108093,0,0,0,4095,69,69
1281962307190481769,0,0,0,0,0,0
7865853505802791614,0,0,0,7553,126,126
339527900019182494,0,27,27,4110,43,43
2200316197143126398,0,0,0,3420,57,57
849669130903883218,0,0,0,3990,67,67
1120203242682432112,0,0,0,0,0,0
1339634828329062513,0,0,0,2250,0,0
8377637253278141924,0,0,0,0,0,0
1406055937856189625,0,0,0,3960,66,66
5670063460750150662,0,147,147,10080,22,22
4756832881864797637,0,0,0,4155,70,70
7848107479568999542,0,0,0,4110,69,69
7102602689636982474,0,0,0,3780,63,63
3528905339584729426,0,0,0,2881,49,49
6644346740593479671,0,0,0,5160,86,86
7298697060786411262,0,0,0,3240,54,54
332573856100750857,0,73,73,5278,16,16
8046946363444153301,0,0,0,5055,85,85
921857799091881195,0,0,0,0,0,0
8469454412704129667,0,58,58,5158,29,29
6842397837840074931,0,18,18,2880,31,31
3335936003001211540,0,133,133,10073,36,36
1494721423399185336,0,56,56,4200,15,15
5548591958446704772,0,0,0,0,0,0
3355650025131059565,0,0,0,0,0,0
4823461475864726096,0,0,0,5400,90,90
3309449187761773285,0,0,0,0,0,0
6908789011556253351,0,0,0,2700,45,45
8165685535525538800,0,0,0,4620,77,77
7384579014141510360,0,0,0,0,0,0
1912555533282230523,0,0,0,0,0,0
4176667942951462854,0,0,0,2760,46,46
6935189878675027473,0,0,0,3420,57,57
8493329891106339753,0,0,0,3360,56,56
6534582361387159998,0,0,0,1680,28,28
4958276022230275279,0,0,0,5160,86,86
6263806500030725828,0,0,0,4558,76,76
4656329363676640496,0,0,0,1623,28,28
5882131408888381960,0,0,0,0,0,0
5148694224669442750,0,0,0,3090,52,52
7377442190619561655,0,0,0,2040,34,34
8241407863379904851,0,0,0,4050,68,68
6243851406198325678,0,0,0,0,0,0
8739366148952710727,0,0,0,10073,168,168
6459845284155432644,0,111,111,10073,57,57
810957447354664574,0,0,0,0,0,0
8970509312518893785,0,0,0,0,0,0
1759040210299471913,0,0,0,5040,84,84
3131488116569714251,0,0,0,3780,63,63
5044586070385128581,0,0,0,10073,168,168
7466277663248763659,0,43,43,4320,30,30
6703745954269203712,0,0,0,4440,74,74
3655250411246040457,0,0,0,4095,69,69
4608713669307530996,0,0,0,2850,48,48
9218470229355806679,0,0,0,4200,70,70
2689915302676052787,0,0,0,0,0,0
3181682982511372161,0,0,0,4200,70,70
8957564409329106783,0,0,0,0,0,0
